MSV,Class,Subject
19004599,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'HIS1001 12', 'MAT1192 1', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['HIS1001', 'PHI1006', 'GEO3276', 'GEO3270', 'GEO3265', 'MAT1192', 'GEO3269', 'GEO3293', 'PHI1002', 'GEO2320']"
19004603,"['BIO2043 CLCCNS', 'BIO2127 1CLCCNS', 'BIO2215E 2CLCCNS', 'BIO2516 2CLCCNS', 'BIO2800 2CLCCNS', 'BIO3302E 2CLCCNS', 'BIO3802E 1CLCCNS', 'PHI1002 12']","['BIO2516', 'BIO2127', 'BIO2043', 'BIO3802E', 'BIO2215E', 'BIO3302E', 'PHI1002', 'BIO2800']"
19004612,"['PHI1002 11', 'PHY1113 2', 'PHY3508 2', 'PHY3606', 'PHY3608']","['PHY3608', 'PHY3508', 'PHY3606', 'PHI1002', 'PHY1113']"
19004613,"['MAT2407 2', 'MAT3452 2', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT', 'MAT3533']","['MAT3533', 'MAT3525', 'MAT2407', 'MAT3452', 'MAT3532']"
19004639,"['HIS1001 4', 'MAT2411E 2CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'MAT3562E 2CLCMTKHTT', 'MAT3563 CLCMTKHTT', 'MAT3565 CLCMTKHTT', 'MAT3567 CLCMTKHTT', 'MAT4070']","['MAT3567', 'MAT3373E', 'MAT3533', 'MAT2411E', 'MAT4070', 'MAT3562E', 'MAT3565', 'HIS1001', 'MAT3563']"
19004650,"['EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244 1', 'EVS3248', 'EVS3409', 'EVS3410', 'HIS1056 1']","['EVS2017', 'EVS2051', 'EVS3244', 'EVS2109', 'EVS3409', 'EVS3410', 'EVS3248', 'EVS2051E', 'HIS1056']"
19004658,"['BIO2088 3', 'BIO2220 3', 'BIO3302 1', 'BIO3303 4', 'BIO3304 2', 'MAT1101 10']","['BIO2220', 'BIO2088', 'BIO3304', 'MAT1101', 'BIO3302', 'BIO3303']"
19004659,"['CHE1048', 'CHE1067 3', 'CHE1069 1', 'CHE1069 10', 'CHE1069 11', 'CHE1069 12', 'CHE1069 2', 'CHE1069 3', 'CHE1069 4', 'CHE1069 5', 'CHE1069 6', 'CHE1069 7', 'CHE1069 8', 'CHE1069 9', 'CHE1075', 'CHE1090', 'CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E 1CLCHD', 'CHE2147E 2CLCHD', 'CHE2147E 3TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'HIS1001 7', 'MAT1101 5']","['CHE1090', 'CHE2130E', 'CHE3212', 'CHE2147E', 'CHE3226', 'CHE1048', 'CHE2145E', 'CHE1075', 'MAT1101', 'CHE1067', 'HIS1001', 'CHE1069', 'CHE3248', 'CHE3220']"
19004665,"['BIO2088 4', 'BIO2220 3', 'BIO3302 4', 'BIO3303 4', 'BIO3304 4', 'MAT1101 3']","['BIO2220', 'BIO2088', 'BIO3304', 'MAT1101', 'BIO3302', 'BIO3303']"
19004666,"['PHI1002 6', 'PHY3167 1', 'PHY3302']","['PHY3167', 'PHI1002', 'PHY3302']"
19004693,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 1CLCCNS', 'BIO2514 2CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'POL1001 8']","['BIO2089', 'POL1001', 'BIO2504', 'BIO2514', 'BIO3377', 'BIO3257', 'BIO3701']"
19004711,"['CHE1081 6', 'E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT']","['E455', 'E363', 'CHE1081', 'E476']"
19004716,"['CHE1075', 'CHE1084', 'CHE1085 1', 'CHE1085 2', 'CHE1085 3']","['CHE1084', 'CHE1075', 'CHE1085']"
19004717,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'MAT3562E 1CLCMTKHTT']","['MAT3373E', 'MAT3533', 'MAT2411E', 'MAT3562E']"
19004725,"['MAT2034', 'MAT3373', 'MAT3452 1']","['MAT2034', 'MAT3373', 'MAT3452']"
19004730,"['CHE1067 1CLCHD', 'CHE2030E 1CLCHD', 'CHE3283 1CLCHD', 'GEO1050 6']","['CHE3283', 'GEO1050', 'CHE2030E', 'CHE1067']"
19004738,"['BIO2088 3', 'BIO2220 3', 'BIO3302 2', 'BIO3303 1', 'BIO3304 4']","['BIO2220', 'BIO2088', 'BIO3304', 'BIO3302', 'BIO3303']"
19004739,"['PHI1002 6', 'PHY2304 6', 'PHY3163', 'PHY3606', 'PHY3608']","['PHY3608', 'PHY3163', 'PHY3606', 'PHI1002', 'PHY2304']"
19004746,"['CHE1075', 'CHE3045', 'CHE3253', 'CHE3254', 'POL1001 1']","['CHE3254', 'POL1001', 'CHE3253', 'CHE1075', 'CHE3045']"
19004748,"['GLO3122', 'GLO3157 1', 'GLO3157 2', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']","['GLO4059', 'GLO3157', 'GLO3158', 'GLO3229', 'GLO3122', 'GLO3198', 'GLO3228', 'GLO3230', 'GLO4058', 'GLO3227']"
19004751,"['BIO2088 2', 'BIO2220 2', 'BIO3302 2', 'BIO3303 2', 'BIO3304 2']","['BIO2220', 'BIO2088', 'BIO3304', 'BIO3302', 'BIO3303']"
19004754,"['MAT2306 2', 'MAT2311', 'MAT2407 1', 'MAT3306', 'MAT3347 1']","['MAT2311', 'MAT3347', 'MAT2306', 'MAT3306', 'MAT2407']"
19004767,"['HIS1001 11', 'HIS1056 4', 'MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3533 2CLCMTKHTT']","['MAT3373E', 'MAT3533', 'MAT2411E', 'HIS1001', 'HIS1056']"
19004771,"['BIO2088 1', 'BIO2220 2', 'BIO3302 3', 'BIO3303 2', 'BIO3304 4', 'HIS1001 9', 'POL1001 11']","['HIS1001', 'BIO2220', 'POL1001', 'BIO2088', 'BIO3304', 'BIO3302', 'BIO3303']"
19004781,"['PHI1002 6', 'PHY1108 7', 'PHY3167 2', 'PHY3176', 'PHY3302']","['PHY3176', 'PHY3167', 'PHY1108', 'PHY3302', 'PHI1002']"
19004813,"['CHE1048', 'CHE1067 3', 'CHE1069 1', 'CHE1069 10', 'CHE1069 11', 'CHE1069 12', 'CHE1069 2', 'CHE1069 3', 'CHE1069 4', 'CHE1069 5', 'CHE1069 6', 'CHE1069 7', 'CHE1069 8', 'CHE1069 9', 'HIS1001 7', 'MAT1092 1', 'PHI1002 5', 'PHY1103 11', 'POL1001 2']","['CHE1048', 'POL1001', 'MAT1092', 'CHE1067', 'HIS1001', 'CHE1069', 'PHY1103', 'PHI1002']"
19004820,"['CHE1048 2CLCCNH', 'CHE1067 1CLCHD', 'CHE2030E 2CLCHD', 'CHE2061 1CLCHD', 'CHE2061 2CLCHD', 'CHE2061 3CLCHD', 'CHE2061 4CLCHD', 'CHE2061 5CLCHD', 'CHE2102 CTĐB', 'CHE3283 1CLCHD']","['CHE1048', 'CHE2030E', 'CHE2061', 'CHE3283', 'CHE2102', 'CHE1067']"
19004822,"['BIO2088 4', 'BIO2201 1', 'BIO2220 2', 'BIO3302 2', 'BIO3303 3', 'BIO3304 1']","['BIO2220', 'BIO2201', 'BIO2088', 'BIO3304', 'BIO3302', 'BIO3303']"
19004823,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHY1100 11']","['GEO3276', 'GEO3270', 'GEO3265', 'PHY1100', 'GEO3269', 'GEO3293', 'GEO2320']"
19004826,"['CHE1084', 'CHE1085 1', 'CHE1085 2', 'CHE1085 3', 'CHE1090', 'MAT1091 4']","['CHE1084', 'CHE1090', 'MAT1091', 'CHE1085']"
19004827,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5', 'EVS3244 2', 'EVS3287', 'EVS3331 1', 'EVS3331 2', 'EVS4073 1']","['EVS3159', 'EVS4073', 'EVS3244', 'EVS3240', 'EVS3232', 'EVS3287', 'EVS3331', 'EVS3158']"
19004828,"['CHE1075', 'CHE1084', 'CHE1085 1', 'CHE1085 2', 'CHE1085 3', 'CHE3045', 'MAT1101 7']","['CHE1084', 'CHE1085', 'CHE1075', 'MAT1101', 'CHE3045']"
19004839,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 1CLCCNS', 'BIO2514 2CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'HIS1001 1', 'MAT1292 2TNS']","['BIO2089', 'MAT1292', 'BIO2504', 'BIO2514', 'HIS1001', 'BIO3377', 'BIO3257']"
19004848,"['MAT2034', 'MAT3373', 'MAT3452 1']","['MAT2034', 'MAT3373', 'MAT3452']"
19004886,"['CHE3300 1', 'HIS1001 6']","['HIS1001', 'CHE3300']"
19004890,"['CHE1075', 'CHE1079', 'CHE3045', 'CHE3253', 'CHE3254']","['CHE3254', 'CHE1079', 'CHE3253', 'CHE1075', 'CHE3045']"
19004899,"['CHE1080 5', 'GEO2320 2', 'GEO3265', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1091 4', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1103 4']","['PHI1006', 'PHY1103', 'GEO3276', 'GEO3270', 'GEO3265', 'MAT1091', 'CHE1080', 'GEO3293', 'PHI1002', 'GEO2320']"
19004901,"['MAT3365', 'MAT3372', 'MAT3500 1', 'POL1001 4']","['MAT3365', 'POL1001', 'MAT3372', 'MAT3500']"
19004905,"['CHE1052 4CLCHD', 'CHE1067 1CLCHD', 'CHE2030E 2CLCHD', 'CHE2061 1CLCHD', 'CHE2061 2CLCHD', 'CHE2061 3CLCHD', 'CHE2061 4CLCHD', 'CHE2061 5CLCHD', 'CHE2102 CTĐB', 'CHE3283 1CLCHD', 'CHE3302 2CLCHD', 'CHE3303', 'CHE3303 2TNH', 'CHE3303 3TNH', 'CHE3303 4', 'CHE4052', 'E340 TTKHMT']","['CHE4052', 'CHE2030E', 'CHE2061', 'CHE3283', 'CHE3302', 'CHE1052', 'CHE2102', 'CHE1067', 'CHE3303', 'E340']"
19004908,"['EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3241', 'EVS3248', 'EVS3409', 'EVS3410', 'HIS1001 10', 'PHI1002 10']","['HIS1001', 'EVS2017', 'EVS2051', 'EVS2109', 'EVS3241', 'EVS3409', 'EVS3410', 'EVS3248', 'EVS2051E', 'PHI1002']"
19004913,"['BIO2044', 'BIO2045 2', 'BIO2092', 'BIO2201 3', 'BIO2202 1', 'HIS1001 2']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'HIS1001']"
19004917,"['MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT2406', 'MAT2407 1']","['MAT2315E', 'MAT2315', 'MAT2406', 'MAT2317', 'MAT2407', 'MAT2314']"
19004922,"['BIO2127 1CLCCNS', 'BIO2215E 2CLCCNS', 'BIO2516 2CLCCNS', 'BIO2800 2CLCCNS', 'BIO3302E 2CLCCNS', 'BIO3802E 1CLCCNS']","['BIO2516', 'BIO2127', 'BIO3802E', 'BIO2215E', 'BIO3302E', 'BIO2800']"
19004926,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5', 'EVS3244 2', 'EVS3287', 'EVS3331 1', 'EVS3331 2', 'EVS4073 1', 'POL1001 1']","['EVS3159', 'EVS4073', 'EVS3244', 'EVS3240', 'POL1001', 'EVS3232', 'EVS3287', 'EVS3331', 'EVS3158']"
19004945,"['BIO2127 2CLCCNS', 'BIO2215E 5CLCCNS', 'BIO2516 4CLCCNS', 'BIO2800 5CLCCNS', 'BIO3302E 5CLCCNS', 'BIO3802E 2CLCCNS', 'MAT1091 3']","['BIO2516', 'BIO2127', 'MAT1091', 'BIO3802E', 'BIO2215E', 'BIO3302E', 'BIO2800']"
19004949,"['CHE1048 2CLCCNH', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 2CLCCNH', 'CHE3254 2CLCCNH']","['CHE3254', 'CHE1048', 'CHE3253', 'CHE3045E', 'CHE3211']"
19004958,"['MAT2406', 'MAT3365', 'MAT3372', 'MAT3452 1', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT']","['MAT3372', 'MAT3525', 'MAT2406', 'MAT3452', 'MAT3365', 'MAT3532']"
19004959,"['CHE1084', 'CHE1085 1', 'CHE1085 2', 'CHE1085 3']","['CHE1084', 'CHE1085']"
19004987,"['BIO2044', 'BIO2045 2', 'BIO2092', 'BIO2201 3', 'BIO2202 2', 'BIO3252 2', 'BIO3258 2']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO3252', 'BIO3258']"
19004996,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'MAT3562E 1CLCMTKHTT', 'POL1001 5']","['MAT3373E', 'MAT3533', 'MAT2411E', 'POL1001', 'MAT3562E']"
19005011,"['MAT1076', 'MAT2306 1', 'MAT2311', 'MAT3306', 'MAT3347 1']","['MAT2311', 'MAT3347', 'MAT2306', 'MAT1076', 'MAT3306']"
19005017,"['BIO2044', 'BIO2045 2', 'BIO2092', 'BIO2201 3', 'BIO2202 2', 'BIO2203 1', 'BIO2206 1', 'BIO3252 1', 'PHY1113 7', 'PHY3608 2TNL']","['BIO2044', 'PHY3608', 'BIO2045', 'BIO2206', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2203', 'BIO3252', 'PHY1113']"
19005034,"['BIO2088 4', 'BIO2220 3', 'BIO3302 1', 'BIO3303 2', 'BIO3304 3', 'HIS1001 5', 'MAT1101 13']","['HIS1001', 'BIO2220', 'BIO2088', 'BIO3304', 'MAT1101', 'BIO3302', 'BIO3303']"
19005040,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307 1', 'PHY2307 10', 'PHY2307 12 QTL', 'PHY2307 13TNL', 'PHY2307 2', 'PHY2307 3', 'PHY2307 4', 'PHY2307 5', 'PHY2307 6', 'PHY2307 7', 'PHY2307 8', 'PHY2307 9', 'PHY2308 QTL', 'PHY2309 1', 'PHY2309 2', 'PHY2309 3', 'PHY2309 4', 'PHY2309 5', 'PHY2309 6', 'PHY2309 7', 'PHY2309 8TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']","['PHY3603', 'PHY2306E', 'PHY2309', 'PHY2064E', 'PHY3608E', 'PHY2307', 'PHY3509', 'PHY2166', 'PHY3508E', 'PHY2308']"
19005042,"['MAT3373E 2CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'MAT3517E 2CLCMTKHTT', 'MAT3539 1', 'MAT3551E 4CLCMTKHTT', 'MAT3552E 1CLCMTKHTT', 'MAT3552E 2CLCMTKHTT', 'MAT3552E 3CLCMTKHTT', 'MAT3552E 4CLCMTKHTT', 'MAT3555 1CLCMTKHTT', 'MAT3555 2CLCMTKHTT', 'MAT3557']","['MAT3555', 'MAT3373E', 'MAT3500', 'MAT3551E', 'MAT3539', 'MAT3557', 'MAT3517E', 'MAT3552E']"
19005045,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT']","['E455', 'E476', 'E363']"
19005055,"['GEO2016', 'GEO2019', 'GEO2025', 'GEO2320 1', 'HIS1056 2', 'MAT1192 4', 'PHI1002 1', 'PHY1103 1']","['PHY1103', 'GEO2019', 'MAT1192', 'GEO2016', 'GEO2025', 'HIS1056', 'PHI1002', 'GEO2320']"
19005059,"['BIO2127 2CLCCNS', 'BIO2215E 4CLCCNS', 'BIO2516 5CLCCNS', 'BIO2800 4CLCCNS', 'BIO3302E 4CLCCNS', 'BIO3802E 2CLCCNS']","['BIO2516', 'BIO2127', 'BIO3802E', 'BIO2215E', 'BIO3302E', 'BIO2800']"
19005066,"['GLO3122', 'GLO3157 1', 'GLO3157 2', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1090 1']","['GLO4059', 'GLO3157', 'MAT1090', 'GLO3158', 'GLO3229', 'GLO3122', 'GLO3198', 'GLO3228', 'GLO3230', 'GLO4058', 'GLO3227']"
19005072,"['CHE1052 3CLCCNH', 'CHE1067 2CLCHD', 'CHE2030E 2CLCHD', 'CHE2061 1CLCHD', 'CHE2061 2CLCHD', 'CHE2061 3CLCHD', 'CHE2061 4CLCHD', 'CHE2061 5CLCHD', 'CHE2102 CTĐB', 'PHI1002 6']","['CHE2030E', 'CHE2061', 'CHE1052', 'CHE2102', 'CHE1067', 'PHI1002']"
19005075,"['BIO2044', 'BIO2045 1', 'BIO2092', 'BIO2201 4', 'BIO2202 4', 'BIO3258 2']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO3258']"
19005076,"['EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3241', 'EVS3248', 'EVS3409', 'EVS3410', 'HIS1001 10']","['HIS1001', 'EVS2017', 'EVS2051', 'EVS2109', 'EVS3241', 'EVS3409', 'EVS3410', 'EVS3248', 'EVS2051E']"
19005079,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'HIS1001 4', 'MAT2411E 2CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'PHI1002 7', 'POL1001 5']","['HIS1001', 'GEO3276', 'GEO3270', 'GEO3265', 'MAT3373E', 'MAT2411E', 'MAT3533', 'POL1001', 'GEO3269', 'GEO3293', 'PHI1002', 'GEO2320']"
19005083,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHY1100 14']","['GEO3276', 'GEO3270', 'GEO3265', 'PHY1100', 'GEO3269', 'GEO3293', 'GEO2320']"
19005092,"['MAT2034', 'MAT2403 2', 'MAT3373', 'MAT3452 1']","['MAT2034', 'MAT3373', 'MAT3452', 'MAT2403']"
19005102,"['BIO2088 3', 'BIO2220 4', 'BIO2223 2', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 1CLCCNS', 'BIO2400 2CLCCNS', 'BIO3302 3', 'BIO3303 3', 'BIO3304 3']","['BIO2224', 'BIO2220', 'BIO2400', 'BIO2088', 'BIO3304', 'BIO3302', 'BIO2223', 'BIO3303']"
19005106,"['BIO2088 3', 'BIO2220 4', 'BIO2223 2', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 1CLCCNS', 'BIO2400 2CLCCNS', 'BIO3302 3', 'BIO3303 3', 'BIO3304 3']","['BIO2224', 'BIO2220', 'BIO2400', 'BIO2088', 'BIO3304', 'BIO3302', 'BIO2223', 'BIO3303']"
19005108,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'HIS1001 1', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['HIS1001', 'PHI1006', 'GEO3276', 'GEO3270', 'GEO3265', 'GEO3269', 'GEO3293', 'PHI1002', 'GEO2320']"
19005115,"['EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244 1', 'EVS3248', 'EVS3409', 'EVS3410']","['EVS2017', 'EVS2051', 'EVS3244', 'EVS2109', 'EVS3409', 'EVS3410', 'EVS3248', 'EVS2051E']"
19005132,"['MAT2403 4CLCMTKHTT', 'MAT3517E 2CLCMTKHTT', 'MAT3533', 'MAT3551E 2CLCMTKHTT', 'PHY3624 3', 'PHY3700', 'PHY3702', 'PHY3703', 'PHY3802', 'PHY4050', 'PHY4082', 'PHY4090']","['PHY4050', 'PHY4082', 'MAT3533', 'PHY3624', 'PHY3802', 'MAT3551E', 'PHY4090', 'PHY3700', 'PHY3702', 'MAT3517E', 'PHY3703', 'MAT2403']"
19005135,"['BIO2044', 'BIO2045 2', 'BIO2092', 'BIO2201 2', 'BIO2202 2', 'BIO2206 2', 'BIO3252 3']","['BIO2044', 'BIO2045', 'BIO2206', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO3252']"
19005150,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'POL1001 2']","['GEO3276', 'GEO3270', 'GEO3265', 'POL1001', 'GEO3269', 'GEO3293', 'GEO2320']"
19005162,"['GLO3122', 'GLO3157 1', 'GLO3157 2', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']","['GLO4059', 'GLO3157', 'GLO3158', 'GLO3229', 'GLO3122', 'GLO3198', 'GLO3228', 'GLO3230', 'GLO4058', 'GLO3227']"
19005182,"['GEO2300 2', 'GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'GEO3304', 'PHI1002 11']","['GEO3276', 'GEO3270', 'GEO3265', 'GEO3304', 'GEO2300', 'GEO3269', 'GEO3293', 'PHI1002', 'GEO2320']"
19005201,"['MAT2403 5CLCMTKHTT', 'MAT3373', 'MAT3506', 'MAT3535 CLCMTKHTT', 'PHI1002 10']","['MAT3506', 'MAT3535', 'PHI1002', 'MAT3373', 'MAT2403']"
19005208,"['PHI1002 8', 'PHY3167 2', 'PHY3176', 'PHY3302']","['PHY3167', 'PHY3176', 'PHI1002', 'PHY3302']"
19005226,"['CHE2030E 2CLCHD', 'CHE2061 1CLCHD', 'CHE2061 2CLCHD', 'CHE2061 3CLCHD', 'CHE2061 4CLCHD', 'CHE2061 5CLCHD', 'CHE2102 CTĐB', 'CHE3283 2CLCHD', 'CHE3286 1', 'CHE3286 2', 'CHE3286 3CLCCNH', 'CHE3286 4CLCHD', 'CHE3302 2CLCHD', 'CHE3303', 'CHE3303 2TNH', 'CHE3303 3TNH', 'CHE3303 4', 'CHE4052', 'E340 TTKHMT', 'HIS1001 7']","['CHE4052', 'CHE2030E', 'CHE2061', 'CHE3283', 'CHE3302', 'CHE3286', 'CHE2102', 'HIS1001', 'CHE3303', 'E340']"
19005255,"['BIO2089 TNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'HIS1001 10', 'POL1001 10']","['BIO2089', 'POL1001', 'HIS1001', 'BIO3377', 'BIO3257', 'BIO3701']"
19005269,"['HIS1001 3', 'MAT2407 2', 'MAT3452 2', 'MAT3533']","['HIS1001', 'MAT3533', 'MAT2407', 'MAT3452']"
19005282,"['MAT2407 2', 'MAT3365', 'MAT3372', 'MAT3507']","['MAT3507', 'MAT3365', 'MAT2407', 'MAT3372']"
19005287,"['CHE2030E 2CLCHD', 'CHE2061 1CLCHD', 'CHE2061 2CLCHD', 'CHE2061 3CLCHD', 'CHE2061 4CLCHD', 'CHE2061 5CLCHD', 'CHE2102 CTĐB', 'CHE3283 2CLCHD', 'CHE3286 1', 'CHE3286 2', 'CHE3286 3CLCCNH', 'CHE3286 4CLCHD', 'CHE3300 4CLCHD', 'CHE3301 1CLCHD', 'CHE3301 2CLCHD', 'CHE3301 3CLCHD', 'CHE3301 4CLCHD', 'CHE3301 5CLCHD', 'CHE3301 6CLCCNH', 'POL1001 12']","['CHE3301', 'CHE2030E', 'CHE2061', 'CHE3300', 'CHE3283', 'POL1001', 'CHE3286', 'CHE2102']"
19005311,"['CHE1067 3', 'CHE1069 1', 'CHE1069 10', 'CHE1069 11', 'CHE1069 12', 'CHE1069 2', 'CHE1069 3', 'CHE1069 4', 'CHE1069 5', 'CHE1069 6', 'CHE1069 7', 'CHE1069 8', 'CHE1069 9', 'CHE1090', 'PHI1002 3']","['CHE1069', 'CHE1090', 'PHI1002', 'CHE1067']"
19005320,"['CHE1048', 'CHE2030E 2CLCHD', 'CHE2061 1CLCHD', 'CHE2061 2CLCHD', 'CHE2061 3CLCHD', 'CHE2061 4CLCHD', 'CHE2061 5CLCHD', 'CHE2102 CTĐB', 'CHE3283 2CLCHD', 'CHE3286 1', 'CHE3286 2', 'CHE3286 3CLCCNH', 'CHE3286 4CLCHD']","['CHE1048', 'CHE2030E', 'CHE2061', 'CHE3283', 'CHE3286', 'CHE2102']"
19005337,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 1CLCCNS', 'BIO2514 2CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']","['BIO2089', 'BIO2504', 'BIO2514', 'BIO3377', 'BIO3257', 'BIO3701']"
19005339,"['EVS4073 3CLCCNKTMT', 'EVS4074', 'EVS4075', 'EVS4085', 'FLF1107 1', 'FLF1107 2', 'FLF1107 3', 'FLF1107 6', 'HIS1056 5', 'PHY1020 2']","['EVS4073', 'PHY1020', 'FLF1107', 'EVS4074', 'EVS4075', 'HIS1056', 'EVS4085']"
19005375,"['BIO2088 2', 'BIO2220 2', 'BIO3302 3', 'BIO3303 2', 'BIO3304 3']","['BIO2220', 'BIO2088', 'BIO3304', 'BIO3302', 'BIO3303']"
19005397,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5', 'EVS3287', 'EVS3331 1', 'EVS3331 2', 'EVS4073 3CLCCNKTMT', 'EVS4074', 'EVS4075', 'EVS4085', 'FLF1107 1', 'FLF1107 2', 'FLF1107 3', 'FLF1107 6', 'MAT1091 10', 'PHY1020 3', 'PHY1103 11']","['EVS3159', 'EVS4073', 'PHY1020', 'EVS3240', 'MAT1091', 'EVS4075', 'EVS3232', 'EVS3287', 'EVS4074', 'FLF1107', 'EVS3331', 'EVS3158', 'PHY1103', 'EVS4085']"
19005403,"['CHE1075', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE2021', 'CHE3045', 'CHE3253', 'CHE3254']","['CHE2018', 'CHE3254', 'CHE3253', 'CHE1075', 'CHE3045', 'CHE2021', 'CHE2019']"
19005410,"['MAT2411E 2CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3533 3CLCMTKHTT', 'MAT3562E 2CLCMTKHTT', 'MAT3563 CLCMTKHTT', 'MAT3565 CLCMTKHTT', 'MAT3567 CLCMTKHTT', 'MAT4070']","['MAT3567', 'MAT3373E', 'MAT3533', 'MAT2411E', 'MAT4070', 'MAT3562E', 'MAT3565', 'MAT3563']"
